Timestamp,Tên nhóm nộp bài,"Link nộp File bài tập, định dạng file là Docs/PDF
Cấu trúc tên file: NhomX (NhomX là tên nhóm)"
2023/12/22 12:28:16 AM GMT+7,Nhóm 8,https://drive.google.com/u/0/open?usp=forms_web&id=1c6WbXoOYn7biPEPAja_6QMdwhhRADEhS
